Crop,Total_Cost_INR,Profit,Temperature_C,Rainfall_mm,Area_Hectare
Maize,61508.58,125511.42,29.09,1785.44,2.29
Maize,149030.98,501489.02,15.47,1701.23,7.45
Potato,118048.64,795151.36,16.68,1026.23,3.84
Maize,101106.62,360233.38,13.85,2470.65,4.07
Maize,442285.41,740494.59,16.01,1085.64,11.63
Sugarcane,257803.86,2141131.14,32.5,1690.36,9.76
Cotton,178352.72,676897.28,18.13,2089.45,5.38
Maize,155073.38,385286.62,27.73,620.02,5.65
Potato,50078.12,389601.88,32.19,961.25,1.82
Wheat,244002.37,548537.63,37.07,737.74,10.21
Maize,11611.04,45808.96,28.52,2020.01,0.55
Potato,60875.16,459444.84,27.95,2062.66,2.16
Sugarcane,163098.71,1458276.29,37.56,863.08,6.64
Wheat,93297.06,146942.94,20.26,309.09,2.67
Potato,245648.65,1612191.35,17.7,1231.37,7.78
Maize,14367.2,36032.8,36.44,1811.7,0.54
Cotton,37049.96,178000.04,14.09,1669.5,1.63
Wheat,263348.05,634191.95,17.31,1280.54,9.29
Wheat,194160.94,365909.06,23.52,964.27,7.13
Cotton,26320.69,77629.31,22.12,1343.65,0.72
Wheat,58632.51,91307.49,31.77,333.23,2.87
Maize,102618,198162,14.57,462.52,3.25
Wheat,251386.43,586303.57,25.36,657.89,10.26
Maize,179554.57,587965.43,34.64,1675.89,7.2
Cotton,167692.27,878957.73,31.13,781.36,6.73
Rice,32352.3,115267.7,29.69,1231.43,1.5
Cotton,182322.52,881927.48,18.7,1667.1,8.05
Maize,61640.68,103959.32,23.02,2127.27,2.29
Sugarcane,161082.88,1424032.12,17.06,1509.24,6.5
Cotton,258379.55,764070.45,26.25,689.68,7.32
Sugarcane,284112.05,2173097.95,28.36,2393.83,10.18
Sugarcane,191406.53,2207948.47,29.67,498.03,9.77
Maize,63622.42,219517.58,36.53,1107.66,2.69
Maize,311548.66,856291.34,13.73,2326.91,11.04
Rice,12610.45,35569.55,22.87,1625.13,0.53
Potato,118909.11,953650.89,28.55,1757.83,4.3
Wheat,35679.05,63020.95,27.96,963.72,1.26
Cotton,321071.34,661778.66,12.61,472.78,8.79
Maize,168867.92,392372.08,17.3,1104.67,6.25
Cotton,75391.12,272758.88,35.68,1184.75,2.51
Potato,45622.48,289897.52,26.43,894.6,1.48
Potato,70707.13,692732.87,23.58,774.07,3.1
Sugarcane,352884.46,2327030.54,37.2,1082.12,11.09
Wheat,282098.31,361131.69,14.1,1706.72,8.29
Rice,75712.02,287507.98,37.82,2387.88,3.29
Cotton,283167.25,1192482.75,12.78,1848.32,10.78
Wheat,61308.59,115091.41,27.75,2015.13,2.07
Rice,219092.24,733067.76,27.54,973.35,8.42
Cotton,165680.64,697269.36,29.89,530.32,5.39
Wheat,91038.42,205271.58,12.83,941.33,3.59
Maize,127433.67,289626.33,26.85,1185.84,3.52
Cotton,126688.01,488211.99,15.18,1817.74,6.26
Wheat,358357.33,584332.67,16.37,2366.59,11.21
Potato,203596.11,1997323.89,18.03,2080.44,9.04
Rice,259644.64,384295.36,29.17,886.08,8.11
Wheat,290506.29,485023.71,22.92,2104.66,10.57
Maize,166033.81,428146.19,14.39,1205.84,7.06
Cotton,63953.88,312246.12,20.09,685.97,2.71
Cotton,366062.15,1123337.85,14.15,1314.76,11.74
Cotton,164080.6,1109169.4,30.6,1539.09,6.65
Maize,117171.75,310688.25,27.61,1979.49,4.13
Rice,268335.58,698784.42,23.42,1069.77,9.45
Cotton,118107.86,677742.14,37.97,622.91,5.84
Rice,15821.92,31918.08,26.52,507.58,0.64
Wheat,115710.07,142169.93,36.85,547.38,4.18
Potato,153975.66,1243544.34,28.21,2390.05,5.76
Potato,142625.83,1012854.17,22.55,2393.85,4.79
Rice,158069.83,386870.17,27.09,2431.26,6.85
Rice,66141.8,209958.2,16.25,965.48,2.61
Potato,182614,1498946,30.89,721.55,7.08
Cotton,343476.56,924273.44,39.5,2458.01,11.85
Sugarcane,249219.87,2001210.13,18.93,2474.18,9.17
Sugarcane,249786.56,1809193.44,21.05,472.37,8.37
Maize,77121.77,168938.23,23.37,1955.56,2.81
Potato,198679.96,1554400.04,25.54,935.06,7.19
Potato,289518.38,2047961.62,32.13,2300.46,9.93
Maize,83558.17,206781.83,15.83,496.3,3.27
Sugarcane,42902.75,318052.25,20.47,2254.87,1.5
Wheat,277123.93,398656.07,27.08,305.77,8.11
Cotton,280177.61,479372.39,28.51,1448.35,8.25
Cotton,247405.04,827844.96,27.03,1038.24,9.75
Wheat,237358.04,338671.96,24.19,1240.13,7.74
Wheat,262595.78,673794.22,31.92,1254.33,10.25
Sugarcane,113902.21,754832.79,17.73,1737.93,3.56
Maize,28290.6,66389.4,19.92,350.81,0.91
Wheat,236955.07,334034.93,24.45,1821,8.93
Maize,103806.31,380213.69,31.47,348.84,4.94
Rice,48798.55,266461.45,14.31,707.6,2.91
Cotton,28624.75,118775.25,15.24,1634.83,1.09
Sugarcane,228130.75,2040639.25,33.91,490.16,9.19
Cotton,266693.78,1016456.22,19.31,2479.99,10
Sugarcane,142938.23,1075306.77,38.98,2025.64,4.97
Rice,327559.48,406140.52,38.92,1852.47,10.68
Cotton,151987.81,500862.19,31.21,888.9,5.28
Rice,330027.01,660412.99,32.07,406.84,11.44
Sugarcane,321005.87,2591729.13,30.23,2453.32,11.81
Wheat,238696.79,637213.21,16.97,625.27,9.9
Cotton,104087.43,482212.57,26.01,2127.25,3.45
Rice,142386.11,202133.89,34.2,734.54,4.71
Potato,188121.11,1410398.89,33.69,1123.01,6.63
Cotton,110758.16,516791.84,37.17,1825.9,4.28
Cotton,326698.5,524701.5,37.22,2379.8,9.92
Cotton,294301.78,795248.22,19.32,343.52,11.17
Maize,258663.75,1078916.25,32.21,873.69,11.84
Rice,119685.82,349134.18,30.24,1982.92,4.37
Rice,77955.7,265244.3,36.8,681.47,3.61
Cotton,81692.63,312657.37,17.14,545.2,2.35
Wheat,28243.12,42106.88,32.71,401.61,1.05
Cotton,73022.79,294377.21,23.85,1405.48,2.54
Maize,125099.56,252360.44,23.05,1989.01,3.77
Sugarcane,171695.51,1040914.49,13,2415.82,5
Maize,50742.4,99197.6,38.92,888.47,1.76
Wheat,291966.59,497003.41,30.92,567.02,9.93
Cotton,201273.57,1092876.43,28.54,1185.62,7.62
Rice,199468.94,616951.06,19.03,421.97,6.97
Potato,168682.21,1521037.79,30.44,1028.99,6.77
Cotton,110095.88,496554.12,38.48,1714.78,3.83
Wheat,273580.12,633619.88,16.57,669.97,11.28
Rice,61678.3,349721.7,39.55,1690.13,3.16
Maize,216245.97,568374.03,23.97,2438.29,8.19
Sugarcane,112599.5,726350.5,39.39,2201.24,3.41
Sugarcane,314327.8,2620982.2,29.75,1085.04,11.88
Cotton,246129.44,986970.56,21.07,1227.29,10.98
Maize,86834.26,277125.74,22.48,1222.51,3.54
Potato,254322,2531118,20.14,2191.78,11.86
Potato,189224.75,1703655.25,21.37,2486.42,7.7
Wheat,273435.34,535274.66,30.1,2116.97,8.88
Sugarcane,117050.67,806004.33,12.46,1527.86,3.75
Maize,76472.46,208647.54,39.09,514.21,2.98
Cotton,254658.33,1591141.67,33.52,2399.87,10.37
Rice,126846.25,175653.75,38.35,2192.1,3.66
Cotton,336148.24,1031151.76,32.09,2151.1,11.05
Cotton,118317.69,419582.31,25.47,1162,4.72
Maize,18510.72,37649.28,17.31,1283.78,0.61
Sugarcane,130990.27,1658174.73,26.46,563.26,7.31
Maize,164562.32,255917.68,31.93,2363.32,4.57
Rice,308930.79,1178269.21,35.92,2375.12,11.72
Maize,167984.27,272295.73,21.08,859.77,4.95
Wheat,110856.61,211913.39,26.29,1831.22,4.12
Cotton,187317.57,1149732.43,29.36,747.68,7.01
Sugarcane,260899.06,1930695.94,28.48,1164.48,8.89
Potato,316395.28,2497604.72,13.47,965.24,11.61
Rice,39903.34,109916.66,25.54,1157.1,1.3
Potato,153686.02,1091553.98,34.65,979.74,5.32
Cotton,262925.32,1127474.68,34.46,1059.64,8.13
Maize,12426.21,47153.79,26.2,2040.33,0.56
Potato,184718.34,1342881.66,38.67,960.06,6.12
Wheat,299289.52,541970.48,35.13,2092.33,9.78
Maize,27855.36,70244.64,32.65,1549.43,1.09
Cotton,92690.4,660259.6,26.44,2016.98,4.42
Potato,128475.8,1060004.2,28.54,2321.56,5.11
Rice,237864.24,700435.76,18.25,604.53,8.74
Potato,104761.56,842638.44,26.91,1056.56,3.9
Potato,79259.42,726540.58,26.73,422.23,3.33
Sugarcane,52598.55,395576.45,17.68,1195.2,1.83
Potato,367717.86,2615602.14,38.63,822.29,11.95
Cotton,150315.52,758284.48,18.85,1557.69,5.92
Rice,24803.84,89816.16,14.92,2023.46,1.05
Cotton,41151,152999,25.08,1370.01,1.38
Wheat,37524.14,143915.86,31.21,1033.97,1.97
Maize,84508.3,181891.7,17.46,635.62,2.94
Potato,223820.83,1876659.17,17.12,359.03,9.01
Sugarcane,232214.5,1457165.5,19.32,1791.34,6.92
Rice,225024.32,646615.68,20.48,367.2,9.43
Sugarcane,25741,150204,18.89,2325.84,0.73
Sugarcane,104304.02,765550.98,25.18,1607.31,3.55
Sugarcane,163302.33,1088682.67,12.51,1077.25,5.16
Potato,177473.09,1116726.91,14.45,392.21,5.43
Rice,30194.91,81345.09,32.42,1209.67,1.12
Rice,204794.61,380185.39,23.55,2208.06,6.38
Sugarcane,74128.64,857956.36,22.09,2433.61,3.8
Maize,76765.37,171634.63,12.29,486.84,2.7
Potato,244318.23,1678801.77,20.35,2009.7,8.22
Potato,32322.52,311837.48,34.99,868.39,1.46
Cotton,273399.77,1360100.23,21.53,1134.76,10.47
Potato,347228.74,2286891.26,38.98,1504.88,10.85
Sugarcane,97361.68,959918.32,22.92,2488.4,4.24
Wheat,357212.48,501057.52,25,759.39,11.85
Sugarcane,114461.84,1135563.16,34.45,587.1,5.11
Rice,394971.57,659488.43,39.52,1608.95,11.57
Potato,264458.45,2504661.55,22.4,2176.71,11.85
Potato,284103.35,2074496.65,15.36,1726.07,10.01
Cotton,44952.16,176147.84,26.65,1064.67,1.94
Wheat,208394.03,381075.97,28.57,2449.36,7.22
Potato,225637.56,1881922.44,38.86,2489.07,8.92
Cotton,35477.66,136672.34,23.59,1995.43,1.39
Cotton,282926.35,1012873.65,14.54,2065.32,10.78
Wheat,338817.44,413402.56,30.23,1973.85,10.3
Sugarcane,357502.33,2392027.67,12.59,866.85,11.24
Sugarcane,182718.06,1413806.94,23.91,630.58,6.41
Sugarcane,119247.17,920182.83,23.47,1519.58,4.23
Maize,208304.99,419715.01,19.13,2399.12,6.32
Sugarcane,272168.45,1875501.55,39,2232.24,8.89
Wheat,147053.57,274416.43,23.3,535.09,5.29
Maize,122603.96,273936.04,37.05,425.38,4.55
Sugarcane,39154.55,302200.45,26.42,2222.3,1.39
Maize,176931.72,397988.28,34.98,1648.63,5.64
Wheat,134241.22,270428.78,24.64,969.51,5.02
Sugarcane,254515.43,1735234.57,39.76,1535.89,8.13
Rice,173888.46,369951.54,29.92,787.67,5.55
Potato,15583.97,115456.03,16.37,2383.29,0.55
Wheat,140847.78,209432.22,12.18,2119.83,6.07
Cotton,282058,946642,38.01,2416.92,9.4
Cotton,313309.09,931340.91,31.23,711.53,11.37
Wheat,104960.02,44769.98,14.98,2156.07,2.72
Cotton,192010.35,575789.65,32.82,1532.63,5.36
Wheat,293039.46,350820.54,18.36,1014.98,10.25
Rice,27128.98,71871.02,34.66,1355.26,0.99
Wheat,125021.93,200688.07,29.08,2377.64,4.52
Sugarcane,215863.64,1555801.36,15.46,1821.2,7.3
Sugarcane,126176.1,967258.9,13.99,1091.81,4.44
Maize,157791.47,447728.53,25.05,2499.78,6.13
Cotton,342298.09,1367651.91,38.23,1060.63,11.3
Potato,24908.44,160011.56,27.81,2090.18,0.78
Cotton,37777.8,113472.2,33.26,2025.63,1.4
Wheat,55943.35,147546.65,25.15,1890.44,2.77
Potato,109909.05,1068370.95,22.75,1772.76,4.93
Potato,186616.83,1182703.17,35.02,539.06,5.91
Cotton,28462.19,107937.81,24.97,2488.9,0.92
Potato,232144.93,2419015.07,15.96,654.29,10.65
Potato,233978.41,1958421.59,19.69,1611.49,9.22
Sugarcane,94091.82,782833.18,27.72,848.13,3.58
Rice,101095.81,311404.19,23.27,671.31,3.45
Wheat,24148.13,44521.87,22.26,1530.82,0.79
Cotton,93537.17,644562.83,30.73,2139.96,5.09
Sugarcane,74974.72,761875.28,29.82,1129.28,3.43
Maize,191893.17,590386.83,20.79,469.77,7.61
Potato,194067.57,1440572.43,22.06,1672.27,6.8
Potato,222058.74,2558461.26,33.06,1986.15,11.51
Cotton,328095.16,298904.84,37.8,951.39,9.65
Rice,43646.48,114313.52,21.08,1819.3,1.43
Rice,253059.09,612200.91,20.17,466.74,8.6
Cotton,49265.79,158084.21,19.43,1095.14,1.73
Cotton,138944.85,543055.15,15.96,1343.09,4.22
Sugarcane,214250.86,1476039.14,22.56,2020.32,6.88
Cotton,144867.23,869332.77,26.45,1043.91,6.2
Maize,311662.27,425797.73,27.05,1298.14,8.47
Sugarcane,313065.43,2083629.57,31.35,1682.38,9.82
Potato,231229.89,2151970.11,13.47,1672.98,10.04
Potato,31494.95,243305.05,27.72,1439.07,1.17
Potato,243329.77,1634670.23,19.14,1022.64,7.88
Potato,260494.7,2566345.3,18.7,1773.83,11.56
Wheat,278481.11,379868.89,34.11,2141.74,9.18
Maize,200703.66,424436.34,16.3,638.39,6.48
Sugarcane,301748.29,2589496.71,21.21,1049.02,11.98
Sugarcane,29712.37,218472.63,29.85,1771.25,1.01
Potato,33782.19,332457.81,30,1962.71,1.51
Rice,257418.39,617081.61,13.35,2019.21,9.33
Sugarcane,172647.33,1491392.67,14.03,1737.2,6.82
Maize,48973.54,147946.46,30.35,1352.19,1.93
Cotton,120238.85,393461.15,38.69,1720.76,4.82
Maize,33010.97,101269.03,39.96,597.1,1.24
Potato,183181.75,1385338.25,39.64,757.07,6.55
Potato,52550.77,349689.23,21.84,2340.57,1.7
Wheat,13211.03,22698.97,18.77,2328.78,0.58
Sugarcane,104221.55,932023.45,14.76,1892.54,4.21
Sugarcane,83875.9,698129.1,21.12,1019.5,3.19
Sugarcane,117651.13,1029158.87,19.75,1727.45,4.66
Potato,96642.75,1028237.25,28.15,1813.14,4.53
Sugarcane,173061.19,1715398.81,22.33,1433.25,7.75
Rice,204213.31,580746.69,18.48,1946.76,8.32
Rice,51190.86,121509.14,29.15,365.32,1.96
Cotton,170583.6,545516.4,21.05,863.69,6.12
Sugarcane,211178.64,2437411.36,21.9,2047.79,10.73
Wheat,57410.72,137679.28,28.76,2365.14,2.21
Cotton,365943.03,1268106.97,15.31,2227.39,11.62
Potato,18018.38,157181.62,33.68,1876.29,0.72
Sugarcane,52157.63,357272.37,39.03,664.09,1.65
Rice,75074.06,165605.94,25.74,1111.18,2.54
Wheat,196737.38,325952.62,27.68,410.47,5.9
Cotton,91669.51,518280.49,22.77,1707.7,3.94
Wheat,131725.18,249004.82,38.79,1289.7,5.31
Sugarcane,229658.73,2541501.27,15.72,1560.63,11.32
Maize,151303.83,237136.17,34.78,2454.58,4.43
Wheat,195263.76,785436.24,30.21,1184.96,10.25
Wheat,36746.1,54183.9,34.16,974.76,1.34
Potato,248680.29,1989679.71,38.61,631.33,9.84
Rice,323778.99,564801.01,25.89,615.94,10.87
Sugarcane,100814.19,821575.81,20.07,1440.86,3.78
Wheat,206000.1,355539.9,33.83,1948.3,6.79
Sugarcane,57620.26,584734.74,35.65,1541.82,2.65
Rice,40833.64,115806.36,31.22,2221.24,1.54
Potato,266884.63,1999915.37,35.77,994.92,9.36
Sugarcane,166045.74,1725109.26,32.45,1609.1,7.74
Rice,309699.03,579100.97,38.81,1754.73,9.15
Rice,174698,406762,27.98,917.52,5.56
Cotton,106346.99,382603.01,22.65,1171.87,3.37
Potato,120922.31,1181677.69,31.05,1600.07,5.41
Potato,29807.5,255312.5,13.94,346.05,1.25
Sugarcane,92936.9,824273.1,25.95,2250.54,3.76
Maize,114786.73,211553.27,33.66,544.34,3.92
Cotton,278218.97,1067081.03,16.73,404.63,8.72
Potato,29953.18,233326.82,23.21,773.08,1.11
Rice,86728.59,294971.41,21.81,1405.1,3.32
Potato,102855.09,806864.91,21.38,1023.13,3.68
Maize,137049.08,585830.92,30.22,1268.32,6.84
Wheat,89631.92,161528.08,25.93,485.4,3.31
Wheat,48686.29,98943.71,34.32,812.83,2.02
Potato,84584.83,740775.17,13.62,514.85,3.47
Potato,173389.01,1140970.99,24.71,805.35,5.35
Cotton,155637.83,954812.17,12.39,1847.28,6.54
Potato,24908.62,194451.38,18.18,1565.64,0.92
Maize,107915.96,313464.04,33.71,1034.74,4.06
Potato,340298.27,1876101.73,14.97,874.7,9.29
Sugarcane,253924.76,1554280.24,14.96,2494.56,7.37
Maize,178722.48,335537.52,23.24,1989.31,5.74
Cotton,178989.23,920460.77,33.75,2108.5,5.71
Sugarcane,154504.38,1022300.62,29.86,358,4.74
Sugarcane,97467.15,994007.85,33.89,431.09,4.43
Wheat,118839.77,275960.23,13.39,1867.75,5.11
Maize,304244.3,516555.7,27.78,722.03,10.5
Sugarcane,128091.61,1315623.39,24.69,1236.44,5.89
Cotton,184174.17,1073675.83,37.09,705.17,8.2
Wheat,303310.17,332359.83,32.65,689.56,9.79
Sugarcane,152352.01,1204562.99,23.88,539.97,5.47
Maize,249185.31,830094.69,27.51,1607.37,10.15
Wheat,293519.82,544170.18,23.9,1926.46,11.92
Maize,152583.06,445376.94,24.35,425.06,6.3
Maize,147194.85,343305.15,29.75,906.21,5.13
Maize,213908.2,697071.8,18.06,1748.41,9.77
Wheat,220984.05,436735.95,21.33,1163.1,7.97
Sugarcane,218208.18,1623246.82,19.82,1850.26,7.55
Potato,394888.07,2163031.93,34.42,1970.3,10.69
Rice,212453.36,590546.64,38.37,371.05,7.97
Sugarcane,225180.2,1696844.8,23.6,1137.89,7.88
Wheat,72445.8,179344.2,14.16,1904.11,2.88
Rice,189327.91,645352.09,14.62,1132.52,8.41
Rice,333243.18,695696.82,23.19,312.83,11
Rice,203770.4,431149.6,23.06,1039.87,7.13
Potato,287943.08,2366816.92,16.09,2219.84,10.89
Cotton,148534.7,469115.3,34.6,2394.27,4.41
Wheat,24136.72,47053.28,26,1533.14,0.99
Potato,182102.51,1156137.49,15.05,973.99,5.62
Potato,12752.66,118047.34,14.76,1325.34,0.55
Cotton,73240.38,293059.62,24.49,819.65,2.28
Rice,76078.01,235661.99,15.27,669.88,2.69
Cotton,195796.39,690253.61,27.71,1385.78,6.64
Cotton,316056.82,1370243.18,22.78,1920.7,11.42
Potato,19710.23,158249.77,37.75,789.42,0.73
Wheat,96917.83,121062.17,23.73,2300.98,3.22
Maize,213699.69,882140.31,29.2,670.1,11.65
Cotton,314373.29,1280076.71,34.72,1528.51,10.64
Cotton,278674.31,1254725.69,20.48,2008.04,10.1
Rice,31831.27,118208.73,26.33,769.45,1.56
Rice,249124.8,420775.2,15.39,952.18,7.91
Potato,91146.92,598973.08,24.12,413.27,2.84
Rice,252165.59,559854.41,22.52,2376.69,7.99
Sugarcane,173305.05,1162469.95,23.99,1371.34,5.42
Cotton,272585.91,352214.09,15.01,441.47,7.81
Rice,165549.64,373890.36,23.16,2126.28,5.43
Wheat,295180.18,540199.82,36.37,1552.56,10.94
Sugarcane,18051.23,174833.77,38.24,421.63,0.79
Potato,61847.36,566352.64,18.77,1291.97,2.7
Maize,283675.36,570964.64,20.41,1255.69,10.08
Cotton,203933.51,1063266.49,12.27,621.38,8.97
Cotton,78665.8,230434.2,15.24,1224.82,2.64
Wheat,43935.26,88364.74,21.66,922.18,1.9
Maize,101094.76,278525.24,31.18,1839.87,4.08
Maize,167568.66,353351.34,20.18,312.08,6.04
Potato,29261.54,219858.46,14.11,534.03,1.04
Potato,293488.09,2152831.91,32.46,2321.03,10.22
Sugarcane,196403.05,1395781.95,25.07,1253.33,6.49
Cotton,227751.29,1008648.71,26.54,687.6,11.07
Rice,83684.79,376775.21,21.13,2045.1,4.25
Potato,22239.49,236960.51,29.17,2173.5,1.06
Wheat,340134.71,494405.29,36.94,764.67,10.52
Wheat,78600.17,106199.83,27.51,1869.92,2.22
Wheat,104435.28,263274.72,28.45,1653.3,4.36
Potato,139927.79,1281232.21,22.46,1939.12,5.84
Potato,176733.6,1320146.4,14.31,2033.38,6.16
Wheat,21359.72,43740.28,24,1754.06,0.77
Potato,164590.14,1420849.86,37.89,2403.68,6.56
Rice,37148.99,106291.01,31.05,2201.3,1.39
Rice,119791.87,201188.13,25.73,803.74,4.26
Sugarcane,322165.48,2525959.52,29.38,2309.84,11.72
Cotton,85695.31,481904.69,27.64,1091.11,3.72
Rice,227917.38,631402.62,37.55,1898.39,9.85
Sugarcane,197964.94,1362790.06,18.27,2165.62,6.37
Maize,89199.55,154880.45,36.88,1260.01,2.83
Cotton,260362.79,1004637.21,31.28,413.32,8.8
Rice,116011.58,323768.42,15.58,2389.26,6.88
Maize,219576.23,417623.77,22.41,459.46,6.63
Sugarcane,19317.13,186272.87,24.22,1065.84,0.84
Rice,135807,247433,14.32,1612.18,4.34
Rice,209485.83,764894.17,27.52,558.58,8.95
Potato,253073.36,2160366.64,19.26,2144.05,9.65
Maize,289585.09,443554.91,24.83,747.53,9.87
Rice,32448.3,52691.7,24.29,2469.21,0.93
Wheat,75848.57,75561.43,26.61,2316.15,2.37
Potato,318853.36,2394706.64,35.69,1630.02,11.83
Potato,69949.89,480970.11,33.86,1752.02,2.29
Rice,65093.95,191866.05,36.44,1473.93,2.95
Potato,296771.86,1975428.14,28.03,1160.43,9.73
Cotton,171129.17,413520.83,29.24,1073.76,5.02
Maize,51967.47,119032.53,24.05,2261.64,1.84
Cotton,49275.22,276324.78,32.08,1568.56,1.94
Sugarcane,40724.88,317780.12,17.74,2111.25,1.46
Cotton,79344.61,296305.39,25.31,1430.96,2.58
Wheat,145372.8,295837.2,32,975.45,6.22
Potato,15931.41,148348.59,33.78,501.87,0.67
Potato,40693.11,415186.89,18.94,1012.13,1.85
Wheat,277760.22,694749.78,17.08,2236.26,10.93
Potato,262831.32,2228008.68,20.08,1866.31,10.58
Cotton,309042.06,1296957.94,37.76,2028.83,10.08
Sugarcane,262439.61,1867730.39,15.62,2001.56,8.62
Rice,245488.61,630771.39,38.69,563.94,8.11
Wheat,93943.34,191866.66,39.85,649.49,3.67
Cotton,135928.32,361271.68,33.94,997.93,4.35
Cotton,104407.13,353192.87,33.29,962.26,3.21
Cotton,360664.69,1091885.31,38.69,445.38,11.77
Rice,174912.9,341867.1,20.13,637.64,7.79
Maize,368536.62,650083.38,15.61,2183.71,11.61
Potato,94751.43,782088.57,35.05,1595.9,3.63
Potato,231571.73,1621948.27,16.79,1053.02,7.64
Sugarcane,293591.8,1992573.2,13.27,1458.25,9.23
Maize,40883.23,127416.77,17.5,874.89,1.59
Potato,167625.99,1816334.01,24.26,1584.45,8.17
Sugarcane,59354.42,534980.58,25.86,464.19,2.44
Sugarcane,77013.91,969941.09,13.75,2285.83,4.27
Cotton,253186.22,845163.78,24.42,828.98,8.74
Wheat,199259.27,119100.73,28.92,2101.97,5.56
Cotton,341691.78,1996908.22,38.09,1752,11.09
Rice,86974.43,196825.57,18.36,1450.62,3.27
Potato,66414.17,453065.83,17.91,2345.55,2.27
Sugarcane,159059.78,899620.22,22.9,644.99,4.38
Wheat,291033.13,507596.87,39.54,562.41,10.3
Potato,318227.33,2203092.67,21.41,1008.09,10.25
Sugarcane,121985.75,1035814.25,13.23,2126.49,4.75
Sugarcane,239020.74,2173494.26,19.44,377.44,9.81
Cotton,37394.01,167205.99,27.63,826.69,1.39
Wheat,16769.43,28380.57,23.55,1234.34,0.59
Wheat,335826.31,383633.69,33.68,1868.47,10.45
Potato,233008.7,2352511.3,29,958.49,10.55
Sugarcane,57933.82,469411.18,27.66,1285.85,2.15
Wheat,107110.15,205579.85,21.04,1041.07,3.92
Wheat,307318.79,647341.21,27.45,502.53,10.28
Potato,31393.29,321646.71,29.24,1925.09,1.46
Cotton,303447.92,908752.08,17.02,1315.03,10.43
Maize,223479.22,507320.78,32.6,2087.53,7.11
Rice,189450.27,727509.73,23,1828.32,8.06
Maize,169410.43,543389.57,32.78,427.19,7.34
Wheat,150832.59,407977.41,16.98,1400.17,7.2
Sugarcane,69183.97,583041.03,30.38,2479.88,2.63
Rice,82026.72,290653.28,12.75,977.31,3.21
Rice,206563.82,536156.18,16.45,1384.51,7.17
Sugarcane,119722.16,1122602.84,36.95,1734.47,5.12
Rice,122150.01,491429.99,24.92,744.98,6.72
Sugarcane,96323.88,752951.12,26.22,1845.52,3.41
Rice,147159.28,388540.72,37.41,1751.51,5.83
Potato,56401.62,474718.38,25.58,1124.91,2.15
Potato,25090.25,194509.75,30.33,925.77,0.94
Maize,297185.93,701274.07,18.21,2322.03,11.44
Rice,233708.5,587771.5,14.28,579.45,8.82
Cotton,162277.41,788672.59,21.89,1250.47,6.23
Sugarcane,158123.16,1520861.84,34.36,1987.36,6.84
Rice,179234.11,641145.89,24.51,625.9,6.38
Potato,272580.26,2217299.74,16.71,2352.44,10.84
Potato,301295.74,1853544.26,27.26,1457.76,9.4
Sugarcane,99845.79,934474.21,19.39,1410.59,4.24
Cotton,95572.32,343877.68,38.51,1233.41,3.01
Rice,41063.53,90276.47,28.17,2208.39,1.27
Rice,67935.17,147664.83,39.52,2386.57,2.2
Cotton,152303.23,521996.77,13.21,1136.15,6.14
Cotton,74014.06,304385.94,12.32,1493.27,2.83
Cotton,105534.37,348765.63,25.36,993.93,4.09
Potato,56070.66,430649.34,36.14,1109.64,2.03
Sugarcane,265969.79,2473480.21,26.68,362.33,11.11
Cotton,30229.4,37970.6,36.53,2029.06,0.89
Sugarcane,136617.21,986917.79,15.66,2432.53,4.55
Maize,81984.19,184595.81,31.58,1992.96,3.47
Rice,16469.63,35450.37,30.48,1440.07,0.6
Rice,379655.21,1041544.79,27.26,2120.52,11.18
Wheat,137568.61,165041.39,23.34,2187.33,4.11
Maize,163586.33,479733.67,30.12,1497.95,6.28
Cotton,230590.59,1037709.41,27.4,2361.75,7.2
Cotton,222581.9,1019318.1,19.63,366.37,7.52
Potato,159056.51,1172103.49,14.93,322.21,5.79
Maize,189764.33,475875.67,22.83,479.21,7.33
Cotton,314504.19,696395.81,26.35,427.29,9.15
Wheat,320789.63,635340.37,26.24,1234.14,11.45
Sugarcane,262050.06,1703234.94,23.92,2368.71,8.06
Rice,147403.13,504676.87,21.17,1785.49,5.82
Maize,157467.96,398732.04,21.81,1750.8,5.61
Rice,307303.56,495916.44,19.44,1146.75,8.66
Sugarcane,239809.27,1648265.73,28.24,1474.29,7.71
Maize,182869.47,334810.53,35.8,969.18,5.33
Sugarcane,138454.66,928940.34,36.63,1439.24,4.36
Cotton,392439.5,950660.5,39.82,1942.65,11.92
Cotton,218349.06,975700.94,14.49,1529.12,9.32
Cotton,88544.68,264555.32,18,1221.52,2.88
Sugarcane,122385.64,809664.36,32.45,2158.83,3.86
Sugarcane,294964.43,2361710.57,30.07,932.37,10.78
Sugarcane,228526.11,1746453.89,15.75,1359.27,8.1
Rice,106195.4,269784.6,29.67,2451.92,4.07
Sugarcane,165491.14,989508.86,23.38,2428.11,4.69
Cotton,103713.17,596986.83,38.79,313.83,4.86
Wheat,68005.42,132964.58,35.95,1470.91,2.64
Sugarcane,168924.83,1395750.17,14.05,1041.22,6.38
Wheat,220158.6,473051.4,14.52,940.69,9.3
Cotton,150413.18,608036.82,23.68,1611.75,6.99
Sugarcane,208126.87,1756703.13,12.23,1281.87,8.04
Rice,222126.88,474613.12,14.64,1912.25,7.35
Rice,35539.56,70940.44,38.11,359.7,1.18
